Reservation_ID,Date,Reservation_Time,Party_Size,Service,Source,Status,Booked_At,Lead_Time_Days,Guest_Name,Guest_Email,Guest_Phone,Guest_Notes,Special_Request,Table_ID,Seated_Time,Departed_Time,Turn_Time_Minutes,Wait_Time_Minutes,Server_Assigned
RES-000012,2026-03-01,2026-03-01 12:45:00,4,Brunch,OpenTable,Completed,2026-03-01 07:45:00,0,Felix Edwards,felix.edwards87@outlook.com,778-652-8244,Food blogger,,T-12,2026-03-01 12:45:00,2026-03-01 13:42:00,57,0,James L.
RES-000013,2026-03-01,2026-03-01 13:00:00,5,Brunch,OpenTable,Completed,2026-02-26 11:00:00,3,Nathan Wilson,nathan.wilson14@yahoo.ca,778-907-4978,,,T-13,2026-03-01 13:00:00,2026-03-01 14:23:00,83,0,Mika T.
RES-000014,2026-03-01,2026-03-01 13:15:00,2,Brunch,Phone,Completed,2026-02-27 11:15:00,2,Yuki White,yuki.white39@icloud.com,604-246-1609,,Business dinner — separate checks,T-07,2026-03-01 13:15:00,2026-03-01 14:11:00,56,0,Mika T.
RES-000015,2026-03-01,2026-03-01 12:45:00,3,Brunch,Walk-In,Completed,2026-03-01 09:45:00,0,Brian Bui,brian.bui73@hotmail.com,604-968-8613,,Near the bar,T-17,2026-03-01 12:45:00,2026-03-01 14:02:00,77,0,Olivia C.
RES-000016,2026-03-01,2026-03-01 13:00:00,4,Brunch,Resy,Canceled,2026-02-18 07:00:00,11,Lauren Hernandez,lauren.hernandez21@gmail.com,778-714-9701,,,T-06,,,,,Dylan R.
RES-000017,2026-03-01,2026-03-01 12:15:00,1,Brunch,OpenTable,Completed,2026-02-21 06:15:00,8,Felix Silva,felix.silva76@yahoo.ca,778-425-8359,,,T-16,2026-03-01 12:15:00,2026-03-01 13:34:00,79,0,Sarah M.
RES-000018,2026-03-01,2026-03-01 12:00:00,4,Brunch,OpenTable,Completed,2026-02-23 08:00:00,6,Lisa Parker,lisa.parker40@hotmail.com,604-792-1420,,,T-12,2026-03-01 12:05:00,2026-03-01 13:25:00,80,5,Olivia C.
RES-000019,2026-03-01,2026-03-01 12:00:00,4,Brunch,OpenTable,Completed,2026-02-20 02:00:00,9,Hiroshi Hall,hiroshi.hall4@icloud.com,778-330-9751,Previously complained about noise,Quiet table please,T-03,2026-03-01 12:00:00,2026-03-01 12:55:00,55,0,Priya S.
RES-000020,2026-03-01,2026-03-01 17:30:00,2,Dinner,OpenTable,Completed,2026-02-26 06:30:00,3,Brandon Gupta,brandon.gupta49@yahoo.ca,604-251-5262,,,T-02,2026-03-01 17:30:00,2026-03-01 19:12:00,102,0,Dylan R.
RES-000021,2026-03-01,2026-03-01 18:30:00,2,Dinner,OpenTable,Completed,2026-02-17 07:30:00,12,Kevin Baker,kevin.baker55@gmail.com,604-840-4241,,,T-01,2026-03-01 18:35:00,2026-03-01 20:32:00,117,5,Sarah M.
RES-000022,2026-03-01,2026-03-01 19:15:00,2,Dinner,OpenTable,Late Cancel,2026-02-25 13:15:00,4,Luca Fernandez,luca.fernandez53@yahoo.ca,604-886-3002,,,T-04,,,,,Olivia C.
RES-000023,2026-03-01,2026-03-01 19:30:00,1,Dinner,Phone,Completed,2026-03-01 14:30:00,0,Keith Weber,keith.weber93@yahoo.ca,604-202-5634,,,T-20,2026-03-01 19:35:00,2026-03-01 21:05:00,90,5,Mika T.
RES-000024,2026-03-01,2026-03-01 19:00:00,2,Dinner,OpenTable,Completed,2026-03-01 09:00:00,0,Ava Wilson,ava.wilson10@hotmail.com,604-669-2638,,First visit — recommended by friend,T-07,2026-03-01 19:10:00,2026-03-01 20:53:00,103,10,Olivia C.
RES-000025,2026-03-01,2026-03-01 19:30:00,2,Dinner,Resy,Completed,2026-02-28 12:30:00,1,Ravi Singh,ravi.singh59@outlook.com,778-455-2988,,,T-05,2026-03-01 19:30:00,2026-03-01 21:11:00,101,0,James L.
RES-000026,2026-03-01,2026-03-01 20:30:00,2,Dinner,Walk-In,Completed,2026-02-19 15:30:00,10,Zara Morris,zara.morris25@gmail.com,604-607-5520,,,T-14,2026-03-01 20:30:00,2026-03-01 22:15:00,105,0,Sarah M.
RES-000027,2026-03-01,2026-03-01 19:30:00,6,Dinner,Phone,Completed,2026-03-01 15:30:00,0,Tyler Perez,tyler.perez92@yahoo.ca,604-819-4450,,,T-11,2026-03-01 19:30:00,2026-03-01 21:19:00,109,0,Olivia C.
RES-000028,2026-03-01,2026-03-01 19:30:00,3,Dinner,Website,Completed,2026-03-01 07:30:00,0,Zara Taylor,zara.taylor50@icloud.com,778-808-9307,,,T-05,2026-03-01 19:30:00,2026-03-01 20:56:00,86,0,James L.
RES-000029,2026-03-01,2026-03-01 19:45:00,4,Dinner,Phone,Completed,2026-02-20 07:45:00,9,Zoe Petrov,zoe.petrov78@yahoo.ca,778-891-1430,,,T-05,2026-03-01 19:50:00,2026-03-01 21:23:00,93,5,James L.
RES-000030,2026-03-01,2026-03-01 18:00:00,4,Dinner,OpenTable,No-Show,2026-02-26 14:00:00,3,Daniel Morris,daniel.morris86@gmail.com,604-898-5088,,,T-03,,,,,Mika T.
RES-000031,2026-03-01,2026-03-01 17:30:00,5,Dinner,Resy,Completed,2026-02-28 14:30:00,1,Viktor White,viktor.white32@outlook.com,604-959-5506,,,T-13,2026-03-01 17:35:00,2026-03-01 19:13:00,98,5,Mika T.
RES-000032,2026-03-01,2026-03-01 19:45:00,2,Dinner,OpenTable,Completed,2026-02-15 09:45:00,14,Priya Nelson,priya.nelson50@outlook.com,778-764-3369,,,T-06,2026-03-01 19:45:00,2026-03-01 21:01:00,76,0,Mika T.
RES-000033,2026-03-01,2026-03-01 20:30:00,6,Dinner,Walk-In,Completed,2026-02-25 09:30:00,4,Iris Tanaka,iris.tanaka87@hotmail.com,236-282-6383,,,T-12,2026-03-01 20:30:00,2026-03-01 22:19:00,109,0,Priya S.
RES-000034,2026-03-01,2026-03-01 20:30:00,4,Dinner,Walk-In,Completed,2026-02-27 13:30:00,2,Yuki White,yuki.white39@icloud.com,604-246-1609,,,T-02,2026-03-01 20:30:00,2026-03-01 21:56:00,86,0,Priya S.
RES-000035,2026-03-01,2026-03-01 18:00:00,4,Dinner,OpenTable,Late Cancel,2026-02-26 07:00:00,3,Vanessa Takahashi,vanessa.takahashi46@icloud.com,236-763-6419,,Birthday celebration,T-18,,,,,Priya S.
RES-000036,2026-03-01,2026-03-01 18:15:00,4,Dinner,OpenTable,Completed,2026-03-01 15:15:00,0,Katie Hill,katie.hill31@icloud.com,778-694-2747,,Celebrating promotion,T-17,2026-03-01 18:15:00,2026-03-01 20:08:00,113,0,Sarah M.
RES-000037,2026-03-01,2026-03-01 17:45:00,2,Dinner,Walk-In,Completed,2026-02-23 07:45:00,6,Tyler Perez,tyler.perez92@yahoo.ca,604-819-4450,Wine enthusiast,,T-21,2026-03-01 17:50:00,2026-03-01 19:05:00,75,5,Dylan R.
RES-000038,2026-03-01,2026-03-01 20:30:00,1,Dinner,OpenTable,Completed,2026-02-23 15:30:00,6,Diego Dubois,diego.dubois25@gmail.com,604-684-7669,,,T-19,2026-03-01 20:30:00,2026-03-01 21:55:00,85,0,Priya S.
RES-000039,2026-03-01,2026-03-01 18:15:00,3,Dinner,OpenTable,Completed,2026-02-24 08:15:00,5,Diego Wright,diego.wright85@outlook.com,236-271-1750,,,T-05,2026-03-01 18:25:00,2026-03-01 20:12:00,107,10,Sarah M.
RES-000040,2026-03-01,2026-03-01 17:30:00,3,Dinner,Walk-In,Completed,2026-03-01 11:30:00,0,Stephanie Gupta,stephanie.gupta64@yahoo.ca,604-863-3522,,,T-15,2026-03-01 17:40:00,2026-03-01 19:38:00,118,10,Priya S.
RES-000041,2026-03-01,2026-03-01 17:45:00,4,Dinner,Resy,Canceled,2026-02-15 14:45:00,14,Vanessa Takahashi,vanessa.takahashi46@icloud.com,236-763-6419,,,T-02,,,,,Mika T.
RES-000042,2026-03-01,2026-03-01 17:45:00,5,Dinner,Walk-In,Completed,2026-02-25 15:45:00,4,Felix Tran,felix.tran82@icloud.com,604-385-8141,,,T-12,2026-03-01 17:45:00,2026-03-01 20:02:00,137,0,Olivia C.
RES-000043,2026-03-01,2026-03-01 17:45:00,2,Dinner,OpenTable,Completed,2026-02-26 12:45:00,3,Amanda Stewart,amanda.stewart76@outlook.com,604-802-4770,,,T-05,2026-03-01 17:45:00,2026-03-01 19:09:00,84,0,Olivia C.
RES-000044,2026-03-01,2026-03-01 20:15:00,2,Dinner,Phone,Canceled,2026-02-16 19:15:00,13,Hana Reed,hana.reed75@icloud.com,236-966-5295,,,T-03,,,,,Mika T.
RES-000045,2026-03-01,2026-03-01 18:00:00,6,Dinner,Phone,Completed,2026-02-27 11:00:00,2,Heather Wright,heather.wright81@gmail.com,778-456-3240,,,T-12,2026-03-01 18:00:00,2026-03-01 19:52:00,112,0,Olivia C.
RES-000046,2026-03-01,2026-03-01 19:30:00,3,Dinner,Resy,Completed,2026-02-26 16:30:00,3,Jennifer Hernandez,jennifer.hernandez40@icloud.com,236-344-6731,,,T-17,2026-03-01 19:35:00,2026-03-01 21:04:00,89,5,Olivia C.
RES-000047,2026-03-01,2026-03-01 17:30:00,2,Dinner,OpenTable,Completed,2026-02-20 12:30:00,9,Rebecca Singh,rebecca.singh36@gmail.com,604-849-7939,Knows Chef Tanaka,,T-12,2026-03-01 17:30:00,2026-03-01 19:03:00,93,0,James L.
RES-000048,2026-03-01,2026-03-01 19:30:00,5,Dinner,Website,Late Cancel,2026-02-18 16:30:00,11,Liam Silva,liam.silva29@yahoo.ca,778-425-8999,,Birthday celebration,T-12,,,,,Priya S.
RES-000049,2026-03-01,2026-03-01 20:15:00,4,Dinner,Website,Canceled,2026-02-27 09:15:00,2,Jennifer Hernandez,jennifer.hernandez40@icloud.com,236-344-6731,,Vegetarian options needed,T-01,,,,,James L.
RES-000050,2026-03-02,2026-03-02 11:45:00,4,Lunch,Walk-In,Completed,2026-03-01 10:45:00,1,Andrew Nguyen,andrew.nguyen91@outlook.com,604-850-8532,,Running 10 min late,T-02,2026-03-02 11:45:00,2026-03-02 12:59:00,74,0,Priya S.
RES-000051,2026-03-02,2026-03-02 13:00:00,2,Lunch,Walk-In,Completed,2026-02-25 02:00:00,5,Jessica Singh,jessica.singh73@outlook.com,604-449-3063,,,T-10,2026-03-02 13:05:00,2026-03-02 14:22:00,77,5,Olivia C.
RES-000052,2026-03-02,2026-03-02 12:15:00,3,Lunch,Phone,Completed,2026-02-22 02:15:00,8,Ethan Brown,ethan.brown3@hotmail.com,604-453-4266,,,T-01,2026-03-02 12:15:00,2026-03-02 13:11:00,56,0,Sarah M.
RES-000053,2026-03-02,2026-03-02 11:45:00,2,Lunch,Website,No-Show,2026-03-02 00:45:00,0,Felix Tran,felix.tran82@icloud.com,604-385-8141,,,T-23,,,,,Priya S.
RES-000054,2026-03-02,2026-03-02 11:45:00,3,Lunch,Walk-In,Completed,2026-02-25 01:45:00,5,Robert Stewart,robert.stewart18@outlook.com,778-396-4711,,,T-12,2026-03-02 11:45:00,2026-03-02 12:41:00,56,0,Olivia C.
RES-000055,2026-03-02,2026-03-02 12:45:00,2,Lunch,OpenTable,Completed,2026-03-02 00:45:00,0,Felix Edwards,felix.edwards87@outlook.com,778-652-8244,,,T-13,2026-03-02 12:45:00,2026-03-02 14:07:00,82,0,Olivia C.
RES-000056,2026-03-02,2026-03-02 12:45:00,2,Lunch,Phone,Completed,2026-02-25 02:45:00,5,Keith Nakamura,keith.nakamura6@outlook.com,778-861-3827,,,T-06,2026-03-02 12:45:00,2026-03-02 13:53:00,68,0,Mika T.
RES-000057,2026-03-02,2026-03-02 18:45:00,5,Dinner,OpenTable,Completed,2026-02-20 15:45:00,10,Lauren Turner,lauren.turner14@hotmail.com,778-519-6761,,,T-12,2026-03-02 18:45:00,2026-03-02 20:12:00,87,0,Priya S.
RES-000058,2026-03-02,2026-03-02 20:30:00,4,Dinner,Resy,Completed,2026-03-01 19:30:00,1,Zoe Petrov,zoe.petrov78@yahoo.ca,778-891-1430,,,T-15,2026-03-02 20:30:00,2026-03-02 22:17:00,107,0,Olivia C.
RES-000059,2026-03-02,2026-03-02 19:30:00,2,Dinner,Website,Late Cancel,2026-02-26 10:30:00,4,Brandon Nelson,brandon.nelson34@hotmail.com,236-774-9830,,,T-18,,,,,Mika T.
RES-000060,2026-03-02,2026-03-02 20:30:00,3,Dinner,Resy,Completed,2026-03-01 20:30:00,1,Eric Gonzalez,eric.gonzalez11@icloud.com,604-446-2290,,,T-12,2026-03-02 20:30:00,2026-03-02 22:21:00,111,0,Dylan R.
RES-000061,2026-03-02,2026-03-02 19:45:00,2,Dinner,OpenTable,Completed,2026-03-01 09:45:00,1,Hiroshi Hall,hiroshi.hall4@icloud.com,778-330-9751,,,T-13,2026-03-02 19:45:00,2026-03-02 21:00:00,75,0,Mika T.
RES-000062,2026-03-02,2026-03-02 19:15:00,2,Dinner,OpenTable,Completed,2026-03-02 19:15:00,0,Ashley Nakamura,ashley.nakamura63@hotmail.com,604-937-7658,,,T-14,2026-03-02 19:25:00,2026-03-02 21:12:00,107,10,Sarah M.
RES-000063,2026-03-02,2026-03-02 20:30:00,4,Dinner,Resy,Completed,2026-03-01 11:30:00,1,Andrew Sanchez,andrew.sanchez98@yahoo.ca,778-576-2882,,,T-15,2026-03-02 20:35:00,2026-03-02 22:08:00,93,5,Dylan R.
RES-000064,2026-03-02,2026-03-02 19:00:00,5,Dinner,Resy,Completed,2026-03-01 11:00:00,1,Brian Lewis,brian.lewis14@gmail.com,604-981-6514,Previously complained about noise,,T-14,2026-03-02 19:10:00,2026-03-02 20:45:00,95,10,Sarah M.
RES-000065,2026-03-02,2026-03-02 18:00:00,4,Dinner,Phone,Late Cancel,2026-02-25 12:00:00,5,Hana Reed,hana.reed75@icloud.com,236-966-5295,,,T-02,,,,,Mika T.
RES-000066,2026-03-02,2026-03-02 19:30:00,2,Dinner,Phone,Completed,2026-02-26 18:30:00,4,Amanda Nelson,amanda.nelson57@hotmail.com,604-491-3584,Previously complained about noise,,T-03,2026-03-02 19:30:00,2026-03-02 20:56:00,86,0,Mika T.
RES-000067,2026-03-02,2026-03-02 17:45:00,3,Dinner,Resy,Completed,2026-02-22 09:45:00,8,Amanda Nelson,amanda.nelson57@hotmail.com,604-491-3584,,,T-17,2026-03-02 17:50:00,2026-03-02 19:27:00,97,5,Sarah M.
RES-000068,2026-03-02,2026-03-02 19:00:00,2,Dinner,Walk-In,Completed,2026-02-27 15:00:00,3,Priya Robinson,priya.robinson79@gmail.com,236-680-8349,,,T-03,2026-03-02 19:00:00,2026-03-02 20:25:00,85,0,Sarah M.
RES-000069,2026-03-02,2026-03-02 20:15:00,2,Dinner,Resy,Completed,2026-02-27 08:15:00,3,Zara Wilson,zara.wilson69@outlook.com,778-850-3803,,,T-14,2026-03-02 20:20:00,2026-03-02 22:07:00,107,5,Sarah M.
RES-000070,2026-03-03,2026-03-03 12:15:00,2,Lunch,OpenTable,Completed,2026-03-03 11:15:00,0,Jennifer Hernandez,jennifer.hernandez40@icloud.com,236-344-6731,,Vegetarian options needed,T-06,2026-03-03 12:25:00,2026-03-03 13:20:00,55,10,James L.
RES-000071,2026-03-03,2026-03-03 11:30:00,4,Lunch,OpenTable,Late Cancel,2026-02-18 07:30:00,13,Raj Hernandez,raj.hernandez82@yahoo.ca,604-437-8555,,,T-01,,,,,Priya S.
RES-000072,2026-03-03,2026-03-03 11:45:00,3,Lunch,Resy,No-Show,2026-02-20 23:45:00,10,Yuki Collins,yuki.collins8@outlook.com,778-677-7812,Previously complained about noise,,T-12,,,,,Sarah M.
RES-000073,2026-03-03,2026-03-03 11:30:00,5,Lunch,Walk-In,Late Cancel,2026-03-02 08:30:00,1,Heather Wright,heather.wright81@gmail.com,778-456-3240,,,T-13,,,,,Priya S.
RES-000074,2026-03-03,2026-03-03 11:45:00,4,Lunch,Walk-In,Completed,2026-03-01 02:45:00,2,Iris Reed,iris.reed31@yahoo.ca,604-654-8285,,,T-13,2026-03-03 11:45:00,2026-03-03 12:57:00,72,0,Sarah M.
RES-000075,2026-03-03,2026-03-03 13:00:00,4,Lunch,Phone,Canceled,2026-03-02 13:00:00,1,Nadia Andersen,nadia.andersen40@hotmail.com,604-926-3594,,,T-13,,,,,Mika T.
RES-000076,2026-03-03,2026-03-03 12:15:00,2,Lunch,Phone,Completed,2026-03-02 05:15:00,1,Lauren Turner,lauren.turner14@hotmail.com,778-519-6761,,Anniversary dinner,T-19,2026-03-03 12:15:00,2026-03-03 13:36:00,81,0,Sarah M.
RES-000077,2026-03-03,2026-03-03 11:30:00,2,Lunch,OpenTable,No-Show,2026-02-24 05:30:00,7,David Petrov,david.petrov83@gmail.com,778-535-4626,,,T-21,,,,,Mika T.
RES-000078,2026-03-03,2026-03-03 13:15:00,4,Lunch,Walk-In,Completed,2026-02-28 09:15:00,3,Ava Tran,ava.tran55@hotmail.com,778-936-9270,,,T-16,2026-03-03 13:15:00,2026-03-03 14:28:00,73,0,Olivia C.
RES-000079,2026-03-03,2026-03-03 11:30:00,3,Lunch,Resy,Completed,2026-02-28 07:30:00,3,Andrea Johansson,andrea.johansson33@icloud.com,778-479-3695,,,T-17,2026-03-03 11:40:00,2026-03-03 13:02:00,82,10,Priya S.
RES-000080,2026-03-03,2026-03-03 19:30:00,2,Dinner,OpenTable,Completed,2026-02-26 18:30:00,5,Rebecca Brown,rebecca.brown67@hotmail.com,236-646-1027,,,T-03,2026-03-03 19:40:00,2026-03-03 21:14:00,94,10,Mika T.
RES-000081,2026-03-03,2026-03-03 17:30:00,2,Dinner,OpenTable,Completed,2026-02-28 17:30:00,3,Andrea Nguyen,andrea.nguyen80@yahoo.ca,604-880-6409,,,T-07,2026-03-03 17:30:00,2026-03-03 18:58:00,88,0,James L.
RES-000082,2026-03-03,2026-03-03 18:15:00,6,Dinner,OpenTable,Completed,2026-03-03 06:15:00,0,Rebecca Johnson,rebecca.johnson98@yahoo.ca,604-434-1339,,,T-11,2026-03-03 18:15:00,2026-03-03 20:04:00,109,0,Dylan R.
RES-000083,2026-03-03,2026-03-03 20:00:00,4,Dinner,Walk-In,Completed,2026-03-02 14:00:00,1,Viktor Petrov,viktor.petrov20@icloud.com,604-842-6179,,,T-17,2026-03-03 20:00:00,2026-03-03 21:54:00,114,0,James L.
RES-000084,2026-03-03,2026-03-03 18:15:00,4,Dinner,Walk-In,Completed,2026-03-02 15:15:00,1,Zara Larsen,zara.larsen43@gmail.com,778-895-9785,,,T-17,2026-03-03 18:15:00,2026-03-03 19:31:00,76,0,Dylan R.
RES-000085,2026-03-03,2026-03-03 19:30:00,4,Dinner,Website,Completed,2026-03-02 17:30:00,1,Brian Bui,brian.bui73@hotmail.com,604-968-8613,VIP — regular guest,,T-12,2026-03-03 19:30:00,2026-03-03 21:23:00,113,0,Mika T.
RES-000086,2026-03-03,2026-03-03 19:45:00,5,Dinner,Resy,Canceled,2026-03-03 19:45:00,0,Robert Gupta,robert.gupta22@hotmail.com,236-462-7043,,,T-11,,,,,Priya S.
RES-000087,2026-03-03,2026-03-03 19:45:00,3,Dinner,OpenTable,Completed,2026-03-03 19:45:00,0,Iris Petrov,iris.petrov6@icloud.com,604-938-8170,,,T-02,2026-03-03 19:55:00,2026-03-03 21:23:00,88,10,Dylan R.
RES-000088,2026-03-03,2026-03-03 20:30:00,2,Dinner,OpenTable,Completed,2026-03-03 14:30:00,0,Hiroshi Hall,hiroshi.hall4@icloud.com,778-330-9751,,High chair needed,T-13,2026-03-03 20:40:00,2026-03-03 22:22:00,102,10,James L.
RES-000089,2026-03-03,2026-03-03 18:45:00,2,Dinner,OpenTable,Completed,2026-02-22 08:45:00,9,Nathan Wilson,nathan.wilson14@yahoo.ca,778-907-4978,,,T-05,2026-03-03 18:55:00,2026-03-03 20:11:00,76,10,Olivia C.
RES-000090,2026-03-03,2026-03-03 19:15:00,3,Dinner,Walk-In,Completed,2026-03-02 19:15:00,1,Eric Baker,eric.baker52@yahoo.ca,604-224-4164,,,T-05,2026-03-03 19:15:00,2026-03-03 20:38:00,83,0,Mika T.
RES-000091,2026-03-03,2026-03-03 20:15:00,2,Dinner,OpenTable,Completed,2026-03-01 17:15:00,2,Stephanie Gupta,stephanie.gupta64@yahoo.ca,604-863-3522,,Anniversary dinner,T-24,2026-03-03 20:15:00,2026-03-03 21:36:00,81,0,James L.
RES-000092,2026-03-03,2026-03-03 18:15:00,2,Dinner,Phone,Completed,2026-03-03 11:15:00,0,Marco Johansson,marco.johansson99@hotmail.com,604-877-6517,,,T-15,2026-03-03 18:15:00,2026-03-03 19:38:00,83,0,Dylan R.
RES-000093,2026-03-03,2026-03-03 18:00:00,4,Dinner,OpenTable,Completed,2026-03-03 10:00:00,0,Daniel Sanchez,daniel.sanchez9@hotmail.com,778-638-7071,,,T-16,2026-03-03 18:00:00,2026-03-03 19:22:00,82,0,Dylan R.
RES-000094,2026-03-03,2026-03-03 17:30:00,4,Dinner,OpenTable,No-Show,2026-02-28 10:30:00,3,Lauren Turner,lauren.turner14@hotmail.com,778-519-6761,,,T-04,,,,,James L.
RES-000095,2026-03-03,2026-03-03 20:30:00,5,Dinner,OpenTable,Completed,2026-02-27 12:30:00,4,Isabella Anderson,isabella.anderson2@gmail.com,604-867-9856,,,T-11,2026-03-03 20:35:00,2026-03-03 22:35:00,120,5,James L.
RES-000096,2026-03-03,2026-03-03 19:00:00,4,Dinner,OpenTable,Completed,2026-02-21 14:00:00,10,Priya Nelson,priya.nelson50@outlook.com,778-764-3369,,,T-18,2026-03-03 19:00:00,2026-03-03 20:49:00,109,0,Olivia C.
RES-000097,2026-03-03,2026-03-03 20:15:00,4,Dinner,Resy,Completed,2026-02-24 18:15:00,7,Andrea Nguyen,andrea.nguyen80@yahoo.ca,604-880-6409,,Celebrating promotion,T-12,2026-03-03 20:15:00,2026-03-03 22:12:00,117,0,James L.
RES-000098,2026-03-03,2026-03-03 18:30:00,2,Dinner,Walk-In,Completed,2026-02-22 08:30:00,9,Joel Lewis,joel.lewis65@hotmail.com,778-237-3068,,Vegetarian options needed,T-18,2026-03-03 18:30:00,2026-03-03 19:56:00,86,0,James L.
RES-000099,2026-03-04,2026-03-04 12:00:00,4,Lunch,Walk-In,Completed,2026-02-24 08:00:00,8,Kevin Baker,kevin.baker55@gmail.com,604-840-4241,,,T-15,2026-03-04 12:10:00,2026-03-04 13:17:00,67,10,Mika T.
RES-000100,2026-03-04,2026-03-04 12:00:00,4,Lunch,OpenTable,Completed,2026-02-24 08:00:00,8,Amanda Stewart,amanda.stewart76@outlook.com,604-802-4770,,Anniversary dinner,T-16,2026-03-04 12:10:00,2026-03-04 13:26:00,76,10,Dylan R.
RES-000101,2026-03-04,2026-03-04 12:45:00,5,Lunch,OpenTable,Late Cancel,2026-03-02 05:45:00,2,Daniel Sharma,daniel.sharma11@hotmail.com,778-327-7201,,,T-12,,,,,Dylan R.
RES-000102,2026-03-04,2026-03-04 11:45:00,4,Lunch,Phone,Completed,2026-03-03 00:45:00,1,Lauren Lewis,lauren.lewis11@outlook.com,604-776-5978,,,T-05,2026-03-04 11:45:00,2026-03-04 13:10:00,85,0,Priya S.
RES-000103,2026-03-04,2026-03-04 12:00:00,2,Lunch,OpenTable,Completed,2026-02-20 08:00:00,12,Robert Gupta,robert.gupta22@hotmail.com,236-462-7043,,High chair needed,T-02,2026-03-04 12:00:00,2026-03-04 12:58:00,58,0,Sarah M.
RES-000104,2026-03-04,2026-03-04 12:15:00,2,Lunch,Walk-In,Completed,2026-03-04 12:15:00,0,Raj Hernandez,raj.hernandez82@yahoo.ca,604-437-8555,,,T-16,2026-03-04 12:15:00,2026-03-04 13:33:00,78,0,Sarah M.
RES-000105,2026-03-04,2026-03-04 13:15:00,6,Lunch,Resy,Completed,2026-02-19 10:15:00,13,Jacques Sharma,jacques.sharma53@outlook.com,604-939-3361,,Vegetarian options needed,T-14,2026-03-04 13:20:00,2026-03-04 15:00:00,100,5,Priya S.
RES-000106,2026-03-04,2026-03-04 13:00:00,2,Lunch,OpenTable,No-Show,2026-03-04 11:00:00,0,Vanessa Sanchez,vanessa.sanchez31@gmail.com,236-860-3419,,,T-18,,,,,Sarah M.
RES-000107,2026-03-04,2026-03-04 11:45:00,4,Lunch,Resy,No-Show,2026-02-24 08:45:00,8,Zara Larsen,zara.larsen43@gmail.com,778-895-9785,,,T-06,,,,,Priya S.
RES-000108,2026-03-04,2026-03-04 13:00:00,2,Lunch,Resy,Canceled,2026-03-04 04:00:00,0,Amanda Green,amanda.green28@icloud.com,778-935-6155,,,T-08,,,,,Dylan R.
